X,Y,id,global_id,name,ward_code,sa_global_,commodity_,commodit_1,monday,tuesday,wednesday,thursday,friday,saturday,sunday,total_days,timestamp,lga_name,lga_code,state_code,state_name,icon_url
3.480846667,6.674745,"124358",cda57fd6-5653-40d9-b57e-e95669ad1de0,Ebuwawa Market,LASIKU06,ff2aaa49-8d1c-4739-9562-128bd2de56ed,Clothing Livestock Food Stuff,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2021/04/21 09:24:07.000,Ikorodu,"25012",LA,Lagos,./0.png
3.0226786764789,6.49103758903971,"127809",4c299e4c-e3a8-465e-8260-1551fc8ed13c,Odan Ilogbo Eremi Community Market Phase 1,LASBDY13,6509f703-29ff-410f-bb47-3bb0dab7bdac,Clothing Livestock Food Stuff,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2018/07/30 15:17:18.000,Badagry,"25006",LA,Lagos,./0.png
3.3001847,6.4968783,"127835",5fff04df-2565-4ddb-acdb-b247033e5fdc,Ibiwoye Modern Market,LASOIO18,,Food Stuff,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2018/07/30 15:17:18.000,Oshodi/Isolo,"25016",LA,Lagos,./0.png
3.259511667,6.638761667,"128548",ba1ef487-51fc-4432-8812-8e66ee003fca,Ajasa Modern Market,LASAMO07,,Mixed,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2018/08/29 11:38:37.000,Alimosho,"25003",LA,Lagos,./0.png
2.900675,6.434606667,"129736",cec6739b-ca74-42ad-900d-0ea1a023d0c5,Bizsam Shopping Complex,LASBDY18,644599e0-ee87-4a09-a118-e4937ee27c0a,Other,,Yes,Yes,Yes,Yes,Yes,Yes,No,"6",2018/11/22 12:58:49.000,Badagry,"25006",LA,Lagos,./0.png
2.92012,6.441183333,"129768",f8e2bf8c-c493-46c5-a254-f17a08899e55,Ayelaju Market,LASBDY03,8ab7dde8-142d-4893-ac30-5298fe90c7b7,Livestock Food Stuff,,Yes,Yes,Yes,Yes,Yes,Yes,No,"6",2018/11/22 12:58:49.000,Badagry,"25006",LA,Lagos,./0.png
3.75858658200496,6.4766601519305,"129835",f160d25e-911e-4824-ab78-72dcf83cf29c,Elemoro Royal Shopping Complex,LASIUI05,e9d67928-8cc9-422d-b9e6-7b8f847c9750,Clothing Livestock Electronic Spare Parts Food Stuff Mixed Other,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2018/11/22 12:58:49.000,Ibeju Lekki,"25009",LA,Lagos,./0.png
2.889188333,6.43566,"131358",15612ee2-3fca-4e28-8fa1-9aab4f1474f6,New Market,LASBDY03,8ab7dde8-142d-4893-ac30-5298fe90c7b7,Clothing Livestock Food Stuff Mixed,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"7",2019/02/27 12:38:16.000,Badagry,"25006",LA,Lagos,./0.png
